total_commits,total_prs,merged_prs,total_issues_opened,total_issues_closed,review_comments,active_weeks,repos_contributed,total_stars,total_forks,avg_pr_lines_changed,avg_issue_response_hours,commit_trend_score,language_count,impact_score
224,100,23,143,19,177,29,30,6,1,496.4,27.7,0.5,13,50.57
79,92,77,85,3,61,18,10,8,0,358.3,127.1,0.5,6,39.08
564,51,40,8,3,68,5,36,8,1,474.1,7.7,0.5,2,55.52
365,192,72,101,64,49,20,25,11,4,421.6,16.4,0.5,3,51.37
514,198,38,6,4,97,30,37,19,1,96.7,114.6,0.2,2,60.57
220,174,167,36,10,128,33,38,10,3,204.8,131.9,0.5,9,64.92
368,159,110,10,10,99,15,13,240,62,574.8,95.2,0.5,3,64.08
316,140,22,127,24,116,20,10,30,3,168.1,61.0,0.2,2,47.18
183,181,117,66,60,65,48,28,10,0,74.4,95.5,0.2,11,61.55
634,174,33,112,46,131,39,20,6,1,303.6,44.2,1.0,1,61.42
635,164,14,62,44,143,0,9,17,2,94.9,67.1,0.2,7,48.91
95,89,59,119,82,136,52,29,5,0,65.0,161.2,0.5,13,60.4
204,102,42,16,10,87,38,31,5,1,68.6,76.4,1.0,4,58.04
218,81,72,8,6,15,51,23,14,5,128.1,35.5,0.2,13,63.88
276,64,22,21,4,17,17,25,5,1,270.9,70.5,0.2,8,43.36
438,87,38,42,12,89,26,30,7,2,96.4,117.0,0.5,12,60.59
10,143,50,19,18,157,9,20,10,3,440.6,138.6,1.0,10,52.92
151,127,81,29,25,172,26,16,8,0,270.3,139.9,0.2,14,56.16
654,148,24,9,3,190,12,26,11,3,360.6,36.3,0.2,6,57.61
14,94,46,4,2,78,32,7,11,3,273.6,68.9,0.5,13,47.27
535,195,85,29,29,45,29,27,6,1,97.6,73.2,0.5,13,61.83
101,22,3,22,20,4,39,26,5,1,374.3,91.5,1.0,14,42.67
515,148,8,74,53,54,14,29,8,0,513.8,159.7,0.5,14,44.63
720,200,189,101,0,95,50,14,8,1,395.2,51.6,0.5,7,68.6
4,106,4,3,0,39,50,23,17,3,444.7,53.3,0.2,13,38.99
197,157,100,13,12,147,27,8,32,5,436.9,67.7,0.5,5,61.52
447,59,6,32,32,30,40,36,13,4,376.4,43.7,1.0,5,61.63
95,6,3,2,2,197,37,9,5,1,552.4,13.2,0.5,0,48.62
760,187,33,116,81,161,49,22,5,1,133.1,32.6,0.2,12,70.23
281,21,4,5,5,148,6,7,7,1,64.2,47.5,0.2,2,40.52
79,126,108,92,26,100,6,31,14,2,291.9,105.1,0.2,13,49.1
461,41,11,76,1,45,42,36,9,3,70.3,57.6,0.5,15,58.59
628,153,139,1,0,133,47,16,28,3,17.7,3.9,1.0,4,71.99
222,7,5,35,14,21,46,8,6,1,571.9,58.6,1.0,9,52.69
478,190,126,111,65,102,12,16,5,1,532.4,47.2,0.5,3,53.12
319,42,13,124,55,114,27,38,12,4,373.7,102.0,0.5,6,52.35
580,90,47,16,14,42,2,32,6,1,362.3,147.4,1.0,11,55.13
330,109,101,47,22,62,4,13,10,1,467.7,20.5,0.5,0,48.55
734,84,27,119,72,82,14,35,5,0,127.3,36.5,1.0,8,61.53
687,19,18,107,87,193,27,20,15,1,29.8,83.0,0.2,8,64.09
431,30,3,115,21,153,20,37,6,1,171.0,108.1,1.0,0,55.97
412,9,8,135,10,86,41,1,5,0,481.5,121.5,0.5,10,52.19
771,88,51,20,17,198,20,31,9,1,417.9,76.4,1.0,3,67.56
105,7,3,12,0,35,6,20,18,5,135.8,14.8,1.0,11,41.31
550,1,0,66,5,28,3,19,5,0,367.7,136.5,0.5,5,39.02
122,32,20,37,37,105,40,28,10,2,144.3,80.3,0.5,8,63.32
329,197,187,123,28,23,16,18,11,1,501.3,40.7,1.0,6,51.68
506,15,6,3,1,119,52,24,5,0,125.2,99.2,1.0,10,70.27
778,79,58,39,32,27,8,14,26,4,271.5,104.2,0.2,12,59.67
168,175,78,147,26,37,29,6,12,1,536.5,31.4,0.2,15,40.58
677,135,115,90,33,30,35,5,6,0,238.2,72.4,0.5,1,53.0
50,166,97,108,24,75,12,25,5,0,364.5,87.1,0.2,1,36.88
661,63,14,56,7,13,2,36,6,0,60.6,38.0,1.0,12,46.02
751,177,68,126,26,43,50,13,6,0,357.8,123.3,0.2,5,51.84
515,179,159,122,94,78,44,15,5,1,100.0,55.8,0.5,4,73.77
438,85,2,45,16,19,10,0,9,3,349.9,82.0,0.2,15,34.38
112,11,0,145,74,58,33,32,5,0,56.3,51.2,1.0,10,42.72
558,65,62,64,46,117,0,22,6,1,310.7,111.5,1.0,15,69.45
115,69,66,5,1,105,14,9,6,0,346.6,116.9,0.5,11,47.05
386,163,27,70,69,115,33,11,6,1,532.8,65.7,0.5,8,57.31
316,48,2,148,133,179,21,39,5,1,340.0,133.1,0.5,9,53.46
701,37,29,38,33,74,39,35,10,1,173.0,134.4,0.2,14,72.85
41,55,18,31,3,125,19,0,7,1,0.4,42.2,0.5,9,35.15
787,143,39,22,22,69,9,12,7,2,174.5,5.4,0.5,7,57.98
694,163,98,108,51,25,16,19,9,0,261.5,147.2,1.0,4,54.54
138,106,70,51,19,78,5,19,8,2,327.5,63.2,0.5,3,43.75
141,134,113,80,64,175,45,22,7,1,252.3,68.9,0.2,0,64.2
773,35,19,62,37,131,23,8,9,3,526.7,9.0,0.5,4,57.8
412,171,1,118,103,195,33,29,16,1,162.1,165.7,0.2,10,57.32
579,123,88,84,7,31,47,37,10,3,31.8,34.5,0.2,15,59.28
139,57,57,39,19,160,19,0,14,3,120.4,11.3,0.2,3,48.95
106,121,3,129,113,100,3,7,6,1,110.4,39.5,1.0,8,43.69
627,174,112,31,27,37,40,1,5,1,394.5,28.7,1.0,6,56.37
683,25,18,126,47,170,17,25,6,1,278.4,136.7,0.2,0,58.3
290,117,15,144,99,2,37,19,5,1,394.3,74.7,0.5,4,38.68
283,2,0,91,64,128,13,22,23,5,307.8,29.3,0.2,11,55.3
671,184,144,86,58,183,50,8,6,1,181.8,66.2,1.0,15,75.16
674,46,36,129,66,33,44,20,9,2,350.7,139.4,0.2,1,60.15
30,187,40,59,6,170,6,31,30,6,455.9,164.9,1.0,7,42.85
745,98,96,107,8,15,39,16,5,1,43.7,128.2,1.0,0,58.2
178,82,13,115,48,34,40,36,8,0,294.7,114.0,0.2,6,43.2
541,49,5,149,6,161,42,6,5,1,536.0,60.4,0.5,2,45.73
348,47,43,135,127,48,13,36,16,3,213.9,151.2,0.2,2,55.66
72,145,20,32,19,25,7,31,5,1,198.6,37.6,0.5,8,42.38
399,180,91,17,5,73,4,34,8,2,559.1,84.0,0.5,1,41.08
596,120,119,67,3,8,21,26,6,1,458.8,23.4,1.0,10,56.96
775,169,15,60,31,18,51,36,23,6,459.3,5.9,0.2,13,55.98
82,141,122,33,17,185,2,6,5,1,390.2,72.5,0.5,7,40.08
21,14,0,50,34,155,24,1,8,0,459.4,116.8,0.5,13,32.68
120,157,94,90,24,87,27,3,5,0,6.0,69.4,1.0,1,39.62
15,184,63,14,1,14,8,28,5,0,209.8,110.1,0.2,9,34.29
673,31,4,19,8,139,13,31,11,3,538.6,144.3,0.5,9,55.15
375,199,141,74,31,134,17,20,11,2,32.4,151.3,1.0,15,60.73
140,133,59,78,70,53,7,23,11,3,21.5,39.5,0.5,14,50.05
116,5,3,8,4,71,37,24,6,2,35.8,143.6,0.5,15,53.93
454,11,3,52,24,47,42,27,8,2,18.8,128.2,0.2,10,55.13
268,192,151,55,48,7,21,39,7,1,437.5,123.5,0.2,3,39.43
694,73,68,118,54,146,46,36,13,1,576.2,78.5,0.2,4,66.24
15,71,35,21,7,197,34,18,6,1,369.3,60.8,1.0,8,51.52
622,3,0,78,72,169,20,16,17,3,10.4,1.5,0.2,11,55.48
491,163,142,55,26,14,37,5,6,1,188.4,10.8,0.2,8,60.63
506,32,14,44,9,158,41,3,5,1,110.6,85.1,0.5,10,57.44
42,141,58,15,8,65,1,22,8,0,140.8,18.3,1.0,14,48.17
208,83,73,95,87,106,4,27,20,2,195.9,132.4,0.5,13,64.22
667,95,60,75,3,41,23,2,6,0,354.7,17.8,0.2,10,43.32
520,200,148,88,27,96,37,2,10,1,457.6,109.1,0.2,7,55.07
578,128,107,137,31,135,51,3,9,2,312.2,53.2,0.2,9,67.85
786,92,29,116,40,191,7,15,7,2,246.0,13.4,1.0,2,57.83
370,167,123,58,28,107,14,36,16,6,555.4,41.2,0.5,4,55.55
349,80,15,20,13,107,32,9,8,2,463.6,151.2,0.5,0,43.18
170,30,13,67,60,190,6,8,19,6,14.4,28.0,0.2,4,42.63
397,108,45,32,25,178,35,15,11,1,538.5,150.9,1.0,3,57.91
739,11,1,90,57,104,40,28,12,2,454.6,117.6,1.0,5,61.33
521,21,4,1,1,172,41,29,6,1,305.2,98.8,0.2,7,62.59
304,126,43,12,9,132,33,37,8,2,171.2,64.5,0.2,4,66.74
748,53,27,132,71,147,39,20,5,0,71.1,46.0,0.5,7,68.41
173,73,33,27,7,170,17,9,5,1,305.2,28.4,1.0,1,49.26
199,1,1,6,2,52,18,36,7,1,75.7,76.2,0.2,3,48.52
455,110,63,67,11,35,17,7,50,16,446.6,37.4,0.2,10,51.33
464,161,131,18,10,9,27,6,30,9,190.5,141.4,1.0,1,59.41
649,160,2,62,8,150,24,14,10,1,90.9,136.7,1.0,15,54.93
90,132,54,0,0,111,4,31,8,0,106.9,70.3,0.5,12,45.14
646,149,60,89,61,135,42,11,20,6,525.0,112.2,0.5,12,62.04
302,24,7,28,28,193,48,18,7,1,148.4,71.4,0.2,14,64.53
326,169,29,88,50,180,8,30,16,5,360.6,115.5,0.2,9,50.06
418,15,10,66,40,105,25,28,7,0,32.8,81.6,0.2,10,63.28
651,11,4,114,52,56,36,10,8,2,66.2,162.7,1.0,10,59.56
739,5,3,23,22,85,22,35,5,0,126.3,90.0,0.2,12,68.74
735,58,18,41,23,84,26,13,8,1,8.2,142.0,1.0,3,49.53
43,40,18,77,3,58,40,15,5,1,487.8,63.5,0.5,4,38.66
758,69,10,19,2,129,46,26,5,1,325.0,154.4,0.2,12,59.45
319,200,82,108,65,190,1,19,6,0,158.6,110.2,0.5,12,57.61
298,109,11,56,26,143,17,30,6,1,304.0,64.2,0.5,12,57.04
731,27,14,57,36,6,25,14,7,1,65.4,52.2,0.2,2,48.13
97,143,43,53,31,151,15,5,5,1,284.1,121.5,1.0,7,46.37
421,79,43,38,2,82,44,36,9,3,160.9,35.1,1.0,15,71.04
558,127,80,60,20,118,45,30,8,2,595.7,13.7,0.2,13,67.46
775,3,1,133,31,42,12,28,19,1,531.3,83.2,1.0,15,50.66
143,191,140,107,51,2,18,7,7,1,553.2,113.7,1.0,10,37.29
665,42,9,74,66,175,13,39,37,6,362.7,79.3,0.2,10,60.85
764,184,34,42,33,183,30,0,6,0,282.3,166.9,0.2,9,52.08
96,137,117,84,12,15,39,29,9,0,381.8,148.4,0.5,0,37.86
197,70,36,109,74,186,19,23,9,1,152.8,90.9,1.0,6,60.52
748,55,17,45,16,144,6,8,14,3,459.6,55.5,1.0,8,54.15
754,157,121,53,10,0,50,14,101,8,482.0,24.6,0.2,15,63.06
53,35,32,112,54,170,30,20,6,1,144.5,66.1,0.5,15,58.62
363,79,66,81,67,20,38,13,39,14,500.2,119.5,0.5,14,55.73
701,30,17,111,83,89,11,1,19,6,462.4,58.1,0.5,6,54.63
631,143,48,97,47,45,47,0,5,0,116.9,98.5,0.5,3,55.43
514,3,2,8,4,164,30,25,5,1,151.8,105.0,1.0,0,64.22
735,120,77,116,62,44,30,34,14,0,17.3,150.2,0.2,5,55.33
429,30,1,113,81,181,3,20,5,1,590.0,32.6,1.0,0,48.82
340,172,81,43,37,184,23,33,5,1,249.8,112.2,0.2,2,59.5
151,186,68,21,5,113,2,17,9,2,245.6,106.7,0.2,9,48.93
280,143,89,30,10,119,36,5,8,1,69.8,15.2,1.0,2,56.73
20,196,43,2,0,163,23,29,5,1,148.0,140.7,1.0,6,46.66
765,193,188,33,19,13,24,18,5,0,189.3,38.0,0.2,8,64.3
302,66,56,67,11,125,22,37,6,1,313.8,139.4,1.0,5,57.21
37,149,98,39,34,145,13,27,6,2,477.8,34.9,1.0,8,57.26
264,55,29,66,4,29,33,40,5,0,352.1,62.5,0.5,1,45.7
330,179,26,91,1,40,26,30,6,1,60.1,153.4,0.5,5,38.95
22,112,103,116,75,147,44,27,11,2,146.2,121.5,1.0,10,66.24
494,173,102,76,5,59,48,32,5,0,161.6,97.0,1.0,0,63.25
307,152,134,50,36,192,8,8,10,3,32.3,15.2,0.2,11,58.15
469,101,21,117,0,168,9,12,20,3,48.2,39.7,0.2,13,51.95
701,142,95,1,1,40,22,6,7,2,419.3,153.4,1.0,12,57.81
474,180,62,24,12,32,20,8,7,1,169.9,113.4,0.5,12,49.61
685,189,150,6,1,155,11,15,6,1,493.9,102.6,0.5,2,52.61
661,58,8,127,48,11,13,19,7,1,392.4,71.5,0.5,9,41.43
35,66,53,45,10,101,43,33,16,3,49.6,115.3,0.2,12,57.87
12,41,20,32,32,98,43,29,5,1,402.1,71.0,0.2,9,49.71
118,154,115,128,95,199,30,21,17,6,67.0,30.0,0.5,12,65.01
690,20,4,1,1,181,37,16,5,1,436.6,76.4,0.2,14,61.87
501,117,46,12,9,175,23,16,7,2,460.1,4.0,0.5,5,62.42
300,91,53,4,3,83,19,40,5,0,439.1,89.3,0.5,7,54.72
129,186,37,126,55,70,22,29,10,1,495.3,140.3,1.0,14,47.25
41,19,10,95,4,37,38,40,15,1,307.6,121.9,0.5,9,43.81
764,65,10,110,14,49,36,16,169,44,323.5,133.3,1.0,1,57.66
383,146,121,55,48,111,17,11,6,1,362.8,152.8,1.0,9,60.89
19,200,106,33,17,68,29,38,14,3,58.3,37.8,1.0,10,55.98
226,16,9,117,75,107,40,38,6,1,557.9,2.1,0.5,10,60.04
473,190,127,53,34,178,10,24,6,0,511.4,162.6,1.0,15,62.54
574,88,10,53,47,135,23,19,6,0,404.7,5.0,1.0,5,58.93
425,195,5,72,71,190,31,15,6,1,227.1,159.4,0.2,3,53.89
405,55,13,28,18,74,11,10,13,5,587.3,92.4,0.5,6,44.21
327,197,92,27,21,175,40,40,6,1,235.3,144.3,0.5,14,67.75
293,115,20,45,25,73,0,34,16,5,393.7,114.8,0.2,12,41.73
428,105,24,7,3,35,39,39,7,0,342.4,68.7,0.2,10,51.9
624,63,21,145,120,175,5,23,5,1,473.9,65.4,1.0,6,59.76
377,185,61,44,30,182,12,20,5,0,18.5,97.0,0.5,7,51.36
700,154,113,61,50,45,29,32,9,2,502.7,146.5,0.2,7,52.62
7,191,8,104,66,120,24,4,13,5,530.0,90.3,1.0,0,37.08
449,123,105,15,9,101,52,2,6,1,306.9,109.1,0.5,3,67.43
776,148,28,43,23,105,42,21,5,0,289.6,44.4,0.5,2,65.53
469,181,125,62,48,66,21,18,10,1,270.2,43.3,0.5,1,62.39
295,6,1,94,72,92,45,18,6,1,340.6,51.2,1.0,14,61.16
689,75,19,32,9,155,18,24,6,0,510.6,98.0,0.2,0,47.79
763,132,103,122,79,43,22,9,9,2,314.0,63.5,0.5,5,61.78
537,123,22,123,114,97,0,4,6,0,134.6,46.8,1.0,3,51.8
470,145,3,134,58,189,12,23,10,1,59.3,55.4,0.2,8,50.94
566,136,20,14,7,145,33,15,6,1,109.6,157.3,0.2,7,55.27
41,155,68,141,71,23,47,12,12,4,543.7,22.3,0.5,1,38.29
212,58,15,149,148,122,29,6,8,2,191.3,106.5,0.2,15,55.82
202,25,17,150,55,153,31,19,8,2,516.7,18.7,0.5,6,56.57
603,162,157,116,0,64,48,26,9,2,105.9,85.2,1.0,9,73.94
544,63,43,70,64,79,40,28,5,1,109.3,1.1,1.0,15,76.85
507,41,11,16,13,172,19,6,28,5,382.7,90.5,0.2,6,55.45
218,78,64,78,40,196,33,30,5,0,365.7,95.9,0.2,10,53.58
160,49,49,101,100,43,10,39,10,1,309.9,79.6,1.0,13,59.32
269,120,119,77,47,37,19,21,11,3,189.2,51.7,1.0,12,63.77
780,106,0,103,7,104,22,8,58,18,11.7,118.3,0.2,8,48.48
329,109,101,97,41,142,35,12,14,3,264.1,46.0,0.2,7,67.44
164,83,61,120,5,199,42,24,10,3,292.2,47.1,1.0,12,64.52
350,70,68,94,56,72,7,30,5,1,194.7,130.2,0.5,4,59.54
154,150,76,146,51,143,5,28,6,1,457.7,43.8,1.0,9,48.59
788,17,10,92,57,191,13,11,6,0,217.3,33.4,1.0,8,65.04
261,154,5,35,7,164,26,27,6,1,28.8,88.8,1.0,11,53.11
32,129,83,137,125,72,36,21,9,2,339.2,163.7,0.2,5,49.67
525,22,18,119,78,166,12,4,13,2,166.1,75.8,1.0,4,64.0
663,147,86,116,67,199,44,27,21,4,176.3,104.8,0.5,0,70.28
8,57,20,109,19,66,14,37,10,1,274.7,111.8,1.0,11,46.67
590,39,12,37,13,78,11,6,5,1,506.8,130.9,1.0,11,45.94
70,83,40,58,42,53,12,19,5,1,139.8,154.5,0.5,0,43.68
450,31,24,6,3,190,47,13,6,1,239.5,34.5,0.5,3,73.75
95,44,32,148,132,31,10,13,5,1,362.9,125.9,0.5,13,45.06
519,92,61,65,65,28,29,1,5,1,240.2,144.1,0.5,11,64.47
317,16,13,76,29,179,5,24,20,1,578.5,122.6,0.5,1,51.69
578,2,0,132,39,35,44,30,13,0,481.4,145.5,1.0,9,54.05
380,158,106,40,26,44,11,33,46,14,486.2,30.5,0.2,5,56.73
413,160,95,67,41,7,50,1,6,2,20.5,146.5,0.5,1,45.42
552,96,76,134,43,40,6,0,6,0,251.9,11.1,0.5,14,57.21
549,112,17,0,0,79,30,30,23,3,193.7,90.7,1.0,3,60.3
489,126,95,146,50,32,14,32,5,1,135.3,13.8,0.2,12,58.57
255,57,16,47,46,168,19,21,11,2,354.5,86.8,0.5,4,57.51
335,108,47,37,37,188,2,24,9,2,587.7,2.4,1.0,1,57.26
406,82,1,146,123,123,22,12,9,3,346.3,76.0,0.2,14,52.44
636,67,56,30,23,71,41,32,27,4,535.5,42.9,0.5,14,71.05
350,195,132,67,8,200,23,27,9,3,75.7,38.2,0.5,3,54.69
123,140,75,32,22,78,28,27,8,3,579.8,163.2,0.2,12,50.57
523,49,9,56,49,4,12,22,8,2,337.7,89.1,0.2,11,45.21
552,58,44,135,42,95,10,6,10,2,515.4,38.0,1.0,4,49.92
434,51,17,12,6,75,24,33,54,19,280.8,22.9,0.5,0,59.87
76,64,39,53,46,156,38,4,5,0,86.3,138.2,0.2,12,49.93
400,151,49,63,44,18,14,17,5,0,435.6,98.4,1.0,4,41.18
210,113,18,70,41,2,40,7,8,1,463.0,100.5,0.2,14,36.33
760,156,116,39,4,193,46,21,20,7,24.6,140.8,0.5,3,66.43
641,119,54,149,43,181,44,31,12,1,61.8,167.6,1.0,11,67.4
506,179,110,107,7,163,6,17,17,5,542.8,107.6,0.5,13,60.9
682,64,45,21,0,25,45,31,6,1,354.7,111.8,0.2,15,52.41
384,155,132,97,5,154,6,37,16,4,59.1,15.9,0.2,11,57.75
594,172,154,107,104,100,45,2,6,1,511.3,96.3,1.0,1,69.85
643,190,110,6,1,145,11,1,9,1,175.4,69.2,0.2,14,53.33
259,91,87,88,45,63,17,28,13,2,419.5,106.6,0.2,6,47.31
663,82,51,89,22,127,5,21,6,1,483.1,162.3,0.5,9,52.23
103,184,23,103,40,159,31,40,5,0,158.8,118.8,0.5,10,51.51
772,40,10,82,2,28,12,37,6,1,385.4,49.8,1.0,5,41.56
407,158,19,50,5,23,45,38,25,7,511.3,24.5,0.5,11,48.86
106,188,75,145,21,82,14,28,16,2,93.0,166.8,0.2,15,46.09
229,177,56,62,56,57,28,13,5,0,578.8,144.1,0.5,14,43.05
581,49,26,47,33,148,25,40,8,2,232.3,43.9,0.5,8,72.45
441,94,46,60,20,138,22,4,41,3,516.0,165.7,0.2,4,52.41
519,181,121,137,80,26,51,38,5,0,421.3,164.1,0.2,14,61.67
275,147,13,117,79,112,31,37,7,2,102.8,94.1,1.0,1,57.29
723,37,4,90,8,184,17,36,6,2,16.5,100.4,0.5,4,47.98
405,55,42,115,39,137,44,19,6,1,525.6,159.0,0.2,10,65.63
54,182,91,150,30,198,4,39,5,0,96.7,32.7,1.0,5,40.31
185,7,7,30,10,22,6,25,8,3,232.5,68.5,1.0,15,56.43
98,79,45,45,45,110,16,31,5,0,120.4,59.0,1.0,2,56.98
347,115,96,24,16,65,1,38,5,1,409.6,16.0,0.2,0,51.54
28,145,144,95,8,44,12,40,9,1,131.0,58.0,1.0,4,47.25
614,95,73,45,28,180,49,11,8,2,267.1,104.5,1.0,3,72.73
298,27,11,46,37,132,10,6,7,1,598.4,154.6,0.5,12,44.27
458,29,21,141,16,86,15,23,5,1,294.5,133.4,0.2,11,63.81
491,168,151,25,16,23,42,20,25,6,421.3,87.6,1.0,6,69.88
289,82,17,114,97,50,18,40,7,1,49.4,4.0,0.2,10,47.98
313,127,73,14,8,10,12,5,6,1,540.2,91.2,1.0,10,40.88
756,12,8,7,0,77,24,12,6,1,494.2,114.9,0.5,5,47.1
45,54,6,117,23,56,45,20,5,0,124.0,107.6,0.2,1,37.98
390,52,44,29,29,74,0,15,10,3,198.5,29.7,0.5,7,61.6
45,39,9,63,33,108,43,36,11,4,185.8,158.0,1.0,8,60.41
419,176,2,106,105,105,24,17,17,1,467.5,42.6,0.2,12,61.29
131,169,57,18,3,29,10,31,5,1,100.4,124.3,1.0,12,41.5
291,137,73,72,72,66,6,7,6,2,121.3,14.5,0.5,6,57.66
480,122,13,28,7,9,24,11,5,1,40.4,73.2,0.5,14,49.2
756,36,28,10,10,128,49,12,13,3,26.3,2.4,0.2,10,76.39
179,89,59,51,41,14,25,24,5,0,38.2,30.9,0.2,10,47.18
673,184,112,6,6,112,4,15,9,1,96.7,91.9,0.5,1,60.29
530,136,4,43,20,94,2,9,23,6,3.5,0.6,0.2,12,50.43
787,145,30,57,48,160,2,36,8,0,494.4,80.0,1.0,12,57.43
460,191,60,125,78,64,22,40,7,2,91.9,90.1,0.5,7,60.83
147,73,22,99,32,41,23,1,7,1,25.5,68.9,1.0,7,37.48
641,90,26,103,53,106,29,28,7,1,218.1,54.8,0.5,4,64.84
740,135,52,62,13,182,12,36,5,1,395.6,104.0,0.5,13,53.17
402,36,30,27,17,166,28,19,23,8,522.1,69.2,0.2,6,66.08
345,141,40,98,66,110,11,28,5,0,340.4,29.0,1.0,4,53.14
202,38,26,81,59,62,47,8,13,2,366.2,128.2,1.0,1,50.26
692,24,2,21,0,2,3,21,17,2,541.1,34.1,0.2,6,37.46
638,80,74,114,60,86,45,11,6,0,337.1,151.3,0.2,5,63.26
425,30,17,104,20,143,35,40,7,2,414.0,151.8,0.2,4,55.46
40,34,24,121,48,122,10,1,9,3,217.4,74.1,1.0,5,46.09
458,5,3,145,88,86,5,23,5,0,180.1,66.1,0.2,3,62.11
684,50,40,82,37,182,50,5,6,2,296.8,104.5,1.0,13,70.75
173,93,32,49,32,71,33,1,7,2,31.2,40.1,0.5,8,42.4
41,69,58,20,10,141,2,8,19,7,6.4,96.4,0.5,12,45.78
204,120,48,99,4,177,43,17,11,1,481.9,143.4,0.5,13,49.79
354,184,66,141,49,125,18,17,5,1,403.1,135.3,0.5,3,45.4
23,32,6,62,4,45,23,4,5,1,467.3,145.1,0.2,0,19.41
632,18,4,149,117,161,21,6,9,0,83.2,154.2,0.2,5,48.71
93,183,23,0,0,110,50,14,5,1,232.1,105.1,0.2,15,49.86
507,154,47,120,36,187,43,37,19,1,111.0,1.1,0.2,6,62.87
269,36,34,147,48,179,7,4,5,1,453.8,38.3,0.5,9,46.76
292,55,27,64,44,188,15,33,5,1,410.1,47.3,0.2,2,48.49
63,16,15,88,7,158,48,27,5,1,429.7,2.0,1.0,2,55.06
370,178,174,16,8,186,20,28,6,2,222.3,50.4,0.5,10,74.26
559,190,48,58,37,43,2,22,7,2,194.6,133.8,0.5,14,56.99
156,36,24,107,3,35,50,20,6,2,89.6,61.4,0.5,5,48.89
154,151,47,55,6,4,25,30,5,0,13.0,65.9,0.5,8,36.1
741,127,110,111,109,40,31,3,6,0,571.8,118.6,1.0,9,61.94
144,60,33,126,102,55,26,31,5,0,95.2,105.9,1.0,13,51.8
542,72,43,95,88,32,23,36,52,3,268.2,70.1,0.2,10,64.04
704,59,58,80,60,71,35,21,8,1,116.6,21.4,0.5,7,73.1
255,125,72,120,113,4,20,32,20,3,89.0,54.0,1.0,15,53.73
473,154,68,17,14,99,49,12,14,2,85.9,142.4,0.2,15,66.6
335,91,79,123,71,37,50,17,40,8,188.5,148.4,0.2,6,69.0
611,154,30,75,7,188,12,33,14,2,474.4,71.1,0.2,9,51.82
25,7,6,20,11,119,49,9,7,1,94.2,74.6,0.5,3,55.24
280,116,35,50,45,155,29,18,5,0,573.7,20.8,0.5,15,55.82
737,96,70,6,5,111,41,20,6,0,501.6,5.8,0.5,10,74.31
579,193,145,10,8,14,46,8,7,2,83.9,17.2,0.2,7,63.4
365,86,10,105,43,192,4,31,7,0,249.8,132.7,1.0,4,51.82
561,22,6,114,20,29,48,16,5,0,410.1,4.1,1.0,7,55.01
776,59,9,35,32,81,20,24,12,3,11.6,128.6,0.5,0,53.84
685,182,178,106,70,17,2,12,9,1,349.6,1.2,1.0,2,53.34
168,101,27,38,34,1,40,39,6,1,306.5,26.9,0.2,8,47.29
342,50,20,66,50,30,41,18,7,1,580.6,112.9,0.5,6,51.64
109,190,52,51,48,145,47,19,16,4,532.0,137.4,0.5,14,57.0
55,165,160,58,36,64,13,32,5,0,497.8,144.5,0.2,15,47.0
335,117,50,42,31,122,35,38,6,2,514.4,41.8,1.0,3,60.3
0,7,0,2,1,0,19,28,6,1,95.7,9.0,0.2,6,35.77
381,19,8,106,83,5,19,2,22,3,157.6,156.3,0.2,3,41.59
651,190,174,7,7,44,0,7,5,0,521.9,97.4,1.0,8,54.11
491,16,4,55,4,101,43,24,5,1,498.3,69.3,0.2,1,57.59
672,16,8,72,61,51,51,17,5,0,523.2,39.4,0.5,0,60.83
576,111,71,125,101,59,45,3,6,0,220.4,137.9,1.0,5,63.79
382,168,95,141,138,37,20,40,6,0,241.1,78.5,0.5,9,62.36
506,172,138,104,46,110,5,38,6,0,554.8,108.4,0.5,5,59.59
43,87,64,37,21,138,40,10,17,4,586.3,133.1,1.0,12,56.66
114,128,10,133,26,147,0,16,30,8,98.8,38.1,1.0,10,47.73
500,29,10,95,70,101,33,25,5,0,244.8,126.3,0.2,7,62.38
710,192,48,0,0,129,51,6,7,2,417.0,51.5,0.5,9,54.38
214,138,24,48,1,4,1,18,5,0,465.6,12.0,0.5,14,33.45
366,169,103,2,2,152,19,21,6,0,257.1,99.1,0.5,1,60.44
695,125,125,8,7,81,22,1,6,1,478.7,126.5,0.2,13,56.76
359,175,125,6,3,9,31,5,7,1,49.8,121.7,1.0,3,43.22
465,97,95,86,30,154,30,2,6,1,422.4,75.8,1.0,13,65.35
607,172,7,129,113,17,32,11,7,2,232.9,155.4,1.0,1,53.7
259,149,30,132,125,44,28,18,17,1,360.7,71.7,1.0,4,52.52
493,124,31,1,1,198,47,11,13,0,109.6,57.1,1.0,15,71.37
234,182,113,29,3,42,8,8,12,4,337.7,73.6,0.5,13,45.1
710,94,81,139,27,107,30,2,6,1,253.4,10.9,0.5,11,65.57
486,102,64,62,58,35,7,1,5,1,398.8,74.9,1.0,11,48.31
672,47,37,105,14,143,2,14,5,0,448.0,65.6,0.5,1,48.92
522,3,0,134,68,149,33,0,6,2,191.7,40.9,0.5,6,57.43
490,54,6,44,24,141,40,40,8,2,87.7,21.3,1.0,4,68.71
778,17,15,131,18,144,10,15,9,1,375.4,157.5,0.5,13,59.86
